Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,image_ap,pixel_ap,pixel_pro,time_cost:
mvtec_carpet,0.968298555377207,0.99036293044443,0.9878278364279648,0.9913992038619227,0.6379949280108661,0.9163967408798287,51.0178862730662
Mean,0.968298555377207,0.99036293044443,0.9878278364279648,0.9913992038619227,0.6379949280108661,0.9163967408798287,51.0178862730662
